Date,Open,High,Low,Close,Adj Close,Volume
2016-12-14,28.760000228881836,29.049999237060547,28.7450008392334,28.797500610351562,26.729942321777344,136127200
2016-12-15,28.844999313354492,29.1825008392334,28.8075008392334,28.954999923706055,26.876131057739258,186098000
2016-12-16,29.11750030517578,29.125,28.912500381469727,28.99250030517578,26.91094207763672,177404400
2016-12-19,28.950000762939453,29.344999313354492,28.9375,29.15999984741211,27.066415786743164,111117600
2016-12-20,29.184999465942383,29.375,29.170000076293945,29.237499237060547,27.138347625732422,85700000
2016-12-21,29.200000762939453,29.350000381469727,29.19499969482422,29.264999389648438,27.16387176513672,95132800
2016-12-22,29.087499618530273,29.127500534057617,28.90999984741211,29.072500228881836,26.985198974609375,104343600
2016-12-23,28.897499084472656,29.1299991607666,28.897499084472656,29.1299991607666,27.038570404052734,56998000
2016-12-27,29.1299991607666,29.450000762939453,29.122499465942383,29.315000534057617,27.21028709411621,73187600
2016-12-28,29.3799991607666,29.5049991607666,29.049999237060547,29.190000534057617,27.094257354736328,83623600
2016-12-29,29.112499237060547,29.27750015258789,29.100000381469727,29.1825008392334,27.08730125427246,60158000
2016-12-30,29.162500381469727,29.299999237060547,28.857500076293945,28.954999923706055,26.876131057739258,122345200
2017-01-03,28.950000762939453,29.082500457763672,28.690000534057617,29.037500381469727,26.952709197998047,115127600
2017-01-04,28.962499618530273,29.127500534057617,28.9375,29.0049991607666,26.922536849975586,84472400
2017-01-05,28.979999542236328,29.21500015258789,28.952499389648438,29.15250015258789,27.059450149536133,88774400
2017-01-06,29.19499969482422,29.540000915527344,29.11750030517578,29.477500915527344,27.361120223999023,127007600
2017-01-09,29.487499237060547,29.857500076293945,29.485000610351562,29.747499465942383,27.611730575561523,134247600
2017-01-10,29.6924991607666,29.844999313354492,29.575000762939453,29.77750015258789,27.63957977294922,97848400
2017-01-11,29.684999465942383,29.982500076293945,29.649999618530273,29.9375,27.788089752197266,110354400
2017-01-12,29.725000381469727,29.825000762939453,29.552499771118164,29.8125,27.672067642211914,108344800
2017-01-13,29.77750015258789,29.905000686645508,29.702499389648438,29.760000228881836,27.623340606689453,104447600
2017-01-17,29.584999084472656,30.059999465942383,29.55500030517578,30.0,27.846099853515625,137759200
2017-01-18,30.0,30.125,29.927499771118164,29.997499465942383,27.843778610229492,94852000
2017-01-19,29.850000381469727,30.022499084472656,29.842500686645508,29.94499969482422,27.795055389404297,102389200
2017-01-20,30.112499237060547,30.112499237060547,29.9325008392334,30.0,27.846099853515625,130391600
2017-01-23,30.0,30.202499389648438,29.9424991607666,30.020000457763672,27.86467170715332,88200800
2017-01-24,29.887500762939453,30.024999618530273,29.875,29.99250030517578,27.839147567749023,92844000
2017-01-25,30.104999542236328,30.524999618530273,30.06999969482422,30.469999313354492,28.282363891601562,129510400
2017-01-26,30.417499542236328,30.610000610351562,30.399999618530273,30.485000610351562,28.296287536621094,105350400
2017-01-27,30.53499984741211,30.587499618530273,30.399999618530273,30.487499237060547,28.29860496520996,82251600
2017-01-30,30.232500076293945,30.407499313354492,30.165000915527344,30.407499313354492,28.224346160888672,121510000
2017-01-31,30.287500381469727,30.34749984741211,30.155000686645508,30.337499618530273,28.159372329711914,196804000
2017-02-01,31.75749969482422,32.622501373291016,31.752500534057617,32.1875,29.87655258178711,447940000
2017-02-02,31.9950008392334,32.34749984741211,31.94499969482422,32.13249969482422,29.82550048828125,134841600
2017-02-03,32.07749938964844,32.29750061035156,32.040000915527344,32.27000045776367,29.953128814697266,98029200
2017-02-06,32.282501220703125,32.625,32.224998474121094,32.5724983215332,30.233901977539062,107383600
2017-02-07,32.6349983215332,33.022499084472656,32.61249923706055,32.88249969482422,30.521650314331055,152735200
2017-02-08,32.837501525878906,33.05500030517578,32.80500030517578,33.0099983215332,30.639997482299805,92016400
2017-02-09,32.912498474121094,33.11249923706055,32.779998779296875,33.10499954223633,30.861404418945312,113399600
2017-02-10,33.1150016784668,33.23500061035156,33.01250076293945,33.029998779296875,30.79148292541504,80262000
2017-02-13,33.27000045776367,33.45500183105469,33.1875,33.3224983215332,31.064151763916016,92141600
2017-02-14,33.36750030517578,33.772499084472656,33.3125,33.755001068115234,31.46734619140625,132904800
2017-02-15,33.880001068115234,34.067501068115234,33.654998779296875,33.877498626708984,31.581539154052734,142492400
2017-02-16,33.91749954223633,33.974998474121094,33.709999084472656,33.837501525878906,31.544261932373047,90338400
